Customer ID,Product ID,Order ID,Ship Mode,Sales,Quantity,Discount,Profit
GW-14605,TEC-AC-10003027,US-2017-113852,Standard Class,90.57,3,0.0,11.7741
DA-13450,OFF-PA-10001804,US-2017-158512,Second Class,40.08,6,0.0,19.2384
DA-13450,FUR-FU-10004973,US-2017-158512,Second Class,37.68,2,0.0,15.8256
FH-14275,FUR-CH-10002602,CA-2017-128370,Same Day,362.352,3,0.2,27.1764
FH-14275,OFF-BI-10004140,CA-2017-128370,Same Day,7.184,2,0.2,2.245
RK-19300,OFF-ST-10000464,CA-2015-160472,Second Class,34.76,1,0.0,9.7328
RK-19300,TEC-AC-10002253,CA-2015-160472,Second Class,831.2,5,0.0,124.68
RK-19300,OFF-PA-10000528,CA-2015-160472,Second Class,26.4,5,0.0,11.88
RK-19300,OFF-EN-10000483,CA-2015-160472,Second Class,106.75,7,0.0,49.105
RK-19300,OFF-PA-10003129,CA-2015-160472,Second Class,97.82,2,0.0,45.9754
RK-19300,OFF-ST-10003442,CA-2015-160472,Second Class,141.4,5,0.0,38.178
FM-14215,OFF-AR-10003631,CA-2014-114643,Standard Class,14.52,3,0.0,4.7916
AC-10420,OFF-ST-10000563,US-2017-158218,Second Class,127.92,5,0.2,-15.99
AC-10420,OFF-BI-10002133,US-2017-158218,Second Class,34.24,4,0.8,-53.072
JB-15400,OFF-AP-10002311,CA-2015-121608,First Class,137.62,2,0.0,60.5528
JB-15400,TEC-PH-10004959,CA-2015-121608,First Class,100.49,1,0.0,25.1225
GM-14440,FUR-BO-10001918,US-2017-121251,First Class,257.568,2,0.2,-28.9764
GM-14440,TEC-PH-10004896,US-2017-121251,First Class,119.96,4,0.0,33.5888
RF-19840,OFF-ST-10001328,CA-2014-151078,Same Day,49.632,4,0.2,4.9632
NC-18625,FUR-TA-10004575,US-2016-100839,Standard Class,727.45,5,0.5,-465.568
NC-18625,FUR-FU-10001617,US-2016-100839,Standard Class,24.96,3,0.2,4.368
NG-18355,TEC-PH-10002824,US-2017-116659,Same Day,370.782,3,0.4,-92.6955
AH-10075,FUR-FU-10004460,CA-2017-118857,First Class,196.45,5,0.0,70.722
CH-12070,OFF-PA-10003309,CA-2015-127110,Standard Class,31.104,6,0.2,10.8864
CH-12070,OFF-ST-10002554,CA-2015-127110,Standard Class,78.256,2,0.2,-17.6076
CC-12145,OFF-PA-10000019,CA-2016-148201,Second Class,6.48,1,0.0,3.1104
ME-18010,OFF-AR-10002067,CA-2014-116932,Standard Class,99.2,5,0.0,25.792
ME-18010,FUR-CH-10001215,CA-2014-116932,Standard Class,801.568,2,0.2,50.098
ME-18010,FUR-TA-10004175,CA-2014-116932,Standard Class,272.848,1,0.2,27.2848
BP-11230,FUR-TA-10004767,CA-2017-142888,Standard Class,70.98,1,0.0,20.5842
MP-17470,OFF-PA-10001685,CA-2014-147914,Standard Class,16.224,2,0.2,5.8812
CJ-12010,FUR-BO-10003272,US-2016-112977,Standard Class,176.784,1,0.2,-22.098
JC-15775,TEC-PH-10000984,CA-2017-112039,Standard Class,470.376,3,0.2,47.0376
JG-15160,FUR-CH-10002880,CA-2017-118885,Standard Class,393.568,4,0.2,-44.2764
JG-15160,TEC-PH-10002563,CA-2017-118885,Standard Class,302.376,3,0.2,22.6782
CK-12760,OFF-BI-10001191,US-2017-166611,Standard Class,68.742,9,0.7,-48.1194
LF-17185,OFF-EN-10002621,CA-2015-109512,Same Day,29.34,3,0.0,14.67
LF-17185,FUR-CH-10001146,CA-2015-109512,Same Day,383.607,7,0.1,63.9345
LF-17185,OFF-ST-10000689,CA-2015-109512,Same Day,563.4,4,0.0,67.608
CC-12430,OFF-PA-10001289,CA-2016-118570,Standard Class,217.056,7,0.2,78.6828
DL-12865,OFF-LA-10003714,CA-2017-154718,Second Class,6.0,2,0.2,2.1
PG-18895,FUR-FU-10001889,CA-2016-147578,Second Class,31.56,3,0.0,10.4148
EH-14005,OFF-FA-10002815,CA-2014-140165,First Class,7.104,2,0.2,2.3976
EH-14005,OFF-BI-10004519,CA-2014-140165,First Class,398.352,8,0.7,-331.96
TB-21520,OFF-AP-10004708,CA-2014-142587,First Class,121.792,4,0.2,13.7016
TB-21520,FUR-TA-10000617,CA-2014-142587,First Class,409.59,3,0.4,-122.877
DK-13225,OFF-PA-10001204,CA-2014-157623,Standard Class,10.56,2,0.0,4.752
DK-13225,OFF-AR-10003723,CA-2014-157623,Standard Class,3.38,1,0.0,1.2506
JP-15520,OFF-EN-10002621,CA-2017-145310,Second Class,7.824,1,0.2,2.934
CD-11980,OFF-PA-10000241,CA-2016-100083,Standard Class,24.784,1,0.2,7.745
AS-10090,OFF-AR-10001446,US-2017-108063,First Class,34.65,3,0.0,10.395
JO-15280,OFF-BI-10004632,CA-2015-109197,Standard Class,487.984,2,0.2,152.495
AC-10450,OFF-BI-10001359,CA-2017-141789,First Class,1793.98,2,0.0,843.1706
RA-19945,OFF-EN-10001749,CA-2014-169775,Second Class,29.808,2,0.2,10.8054
RA-19945,OFF-BI-10004390,CA-2014-169775,Second Class,505.176,4,0.7,-336.784
RA-19945,FUR-TA-10001857,CA-2014-169775,Second Class,174.0585,3,0.45,-110.7645
Co-12640,OFF-ST-10000563,CA-2016-140543,Second Class,191.88,6,0.0,19.188
DW-13480,TEC-PH-10004924,CA-2016-151141,First Class,14.78,2,0.0,3.9906
DK-12835,OFF-PA-10003953,CA-2017-167094,First Class,5.184,1,0.2,1.8144
DK-12835,FUR-CH-10000155,CA-2017-167094,First Class,478.48,2,0.2,47.848
DK-12835,TEC-AC-10003116,CA-2017-167094,First Class,28.4,2,0.2,6.745
MD-17860,OFF-ST-10002743,CA-2017-154410,First Class,909.12,8,0.0,9.0912
RP-19855,OFF-BI-10001757,US-2016-150567,Standard Class,2.952,2,0.7,-2.1648
RP-19855,OFF-BI-10000069,US-2016-150567,Standard Class,27.018,6,0.7,-21.6144
RW-19540,FUR-FU-10004093,CA-2015-157959,First Class,136.92,4,0.0,41.076
DB-13660,FUR-FU-10001037,CA-2017-105886,Standard Class,18.96,2,0.0,8.532
SC-20770,TEC-AC-10003832,CA-2016-105963,Standard Class,99.39,3,0.0,40.7499
FH-14275,OFF-PA-10001878,CA-2017-121503,Second Class,273.896,7,0.2,92.4399
FH-14275,TEC-MA-10003674,CA-2017-121503,Second Class,597.132,3,0.4,49.761
EH-13990,TEC-AC-10003628,CA-2014-103366,First Class,149.95,5,0.0,65.978
AS-10630,OFF-LA-10003190,CA-2017-124597,Standard Class,4.608,2,0.2,1.6704
AS-10630,OFF-AR-10002280,CA-2017-124597,Standard Class,15.528,3,0.2,4.8525
AS-10630,OFF-LA-10001569,CA-2017-124597,Standard Class,11.952,3,0.2,3.8844
HA-14905,OFF-AR-10001573,CA-2015-105634,Standard Class,11.65,5,0.0,3.3785
CH-12070,TEC-PH-10001809,CA-2015-123673,Second Class,299.9,2,0.0,74.975
EH-13765,OFF-BI-10003091,US-2017-111423,First Class,895.92,5,0.2,302.373
EH-13765,FUR-CH-10003981,US-2017-111423,First Class,462.564,2,0.1,97.6524
MZ-17515,OFF-ST-10002562,CA-2015-125178,Standard Class,15.008,2,0.2,1.5008
SC-20230,TEC-PH-10004345,CA-2016-156685,Second Class,863.64,9,0.2,107.955
SC-20230,OFF-AR-10000588,CA-2016-156685,Second Class,47.616,3,0.2,3.5712
NP-18325,OFF-PA-10003039,CA-2017-126865,Second Class,92.94,3,0.0,41.823
LW-16990,TEC-AC-10001908,CA-2017-102834,Standard Class,199.98,2,0.0,69.993
GM-14680,TEC-PH-10001198,US-2016-139710,Standard Class,177.48,3,0.2,19.9665
RH-19495,OFF-PA-10004071,CA-2017-121538,First Class,88.768,2,0.2,31.0688
VM-21685,OFF-PA-10001972,US-2017-101539,Second Class,6.48,1,0.0,3.1104
VM-21685,OFF-ST-10004180,US-2017-101539,Second Class,46.51,1,0.0,1.8604
VM-21685,TEC-PH-10004165,US-2017-101539,Second Class,659.976,3,0.2,49.4982
CC-12670,TEC-PH-10002483,CA-2016-152121,Second Class,271.992,1,0.2,23.7993
SV-20365,FUR-BO-10000468,CA-2017-161200,Second Class,145.74,3,0.0,23.3184
SV-20365,FUR-FU-10001706,CA-2017-161200,Second Class,15.4,5,0.0,7.392
LW-16990,OFF-PA-10003129,CA-2017-101245,Standard Class,244.55,5,0.0,114.9385
LW-16990,TEC-AC-10001284,CA-2017-101245,Standard Class,166.16,8,0.0,59.8176
NP-18685,FUR-FU-10002268,CA-2015-141768,Second Class,14.73,3,0.0,4.8609
JE-15715,OFF-BI-10002082,CA-2016-112109,Standard Class,19.968,2,0.7,-13.312
JE-15715,OFF-ST-10001505,CA-2016-112109,Standard Class,33.488,7,0.2,-1.2558
JE-15715,OFF-BI-10001634,CA-2016-112109,Standard Class,8.736,4,0.7,-6.1152
JE-15715,FUR-CH-10004287,CA-2016-112109,Standard Class,662.88,3,0.2,74.574
CP-12085,OFF-LA-10004544,CA-2017-144064,First Class,47.36,4,0.2,17.76
CP-12085,OFF-ST-10004507,CA-2017-144064,First Class,27.44,2,0.2,2.401
CP-12085,OFF-BI-10002012,CA-2017-144064,First Class,3.24,9,0.8,-5.184
EA-14035,TEC-AC-10001109,CA-2016-108581,Standard Class,95.968,4,0.2,26.3912
EA-14035,OFF-PA-10000809,CA-2016-108581,Standard Class,10.368,2,0.2,3.6288
AC-10615,OFF-AR-10000658,CA-2017-157987,Standard Class,23.1,2,0.0,6.468
AC-10615,FUR-FU-10001196,CA-2017-157987,Standard Class,11.54,2,0.0,3.462
AC-10615,FUR-TA-10001889,CA-2017-157987,Standard Class,254.526,1,0.4,-93.3262
AC-10615,OFF-AP-10000358,CA-2017-157987,Standard Class,12.98,1,0.0,3.7642
AC-10615,OFF-BI-10004970,CA-2017-157987,Standard Class,26.432,8,0.2,8.9208
AC-10615,TEC-PH-10003885,CA-2017-157987,Standard Class,197.97,3,0.0,57.4113
AC-10615,OFF-LA-10001641,CA-2017-157987,Standard Class,18.9,6,0.0,9.072
AC-10615,FUR-CH-10003379,CA-2017-157987,Standard Class,1282.41,5,0.1,213.735
AC-10615,OFF-AR-10004582,CA-2017-157987,Standard Class,4.92,3,0.0,2.214
AC-10615,TEC-AC-10002842,CA-2017-157987,Standard Class,238.0,2,0.0,38.08
AC-10615,TEC-AC-10000109,CA-2017-157987,Standard Class,167.97,3,0.0,40.3128
AC-10615,OFF-PA-10003893,CA-2017-157987,Standard Class,17.12,4,0.0,7.704
RW-19690,OFF-BI-10003669,CA-2017-110905,Second Class,16.2,3,0.0,7.776
RW-19690,OFF-AP-10004785,CA-2017-110905,Second Class,33.99,3,0.0,14.6157
RW-19690,TEC-AC-10003023,CA-2017-110905,Second Class,296.85,5,0.0,53.433
RW-19690,TEC-AC-10002217,CA-2017-110905,Second Class,112.8,6,0.0,6.768
RW-19690,OFF-BI-10002954,CA-2017-110905,Second Class,13.71,3,0.0,6.5808
RW-19690,OFF-PA-10002586,CA-2017-110905,Second Class,24.9,5,0.0,11.703
RW-19690,OFF-ST-10000025,CA-2017-110905,Second Class,286.29,3,0.0,17.1774
RW-19690,OFF-AP-10003281,CA-2017-110905,Second Class,24.18,2,0.0,7.254
DB-13210,TEC-PH-10002103,CA-2017-165841,Standard Class,281.97,3,0.0,78.9516
DB-13210,OFF-SU-10000898,CA-2017-165841,Standard Class,69.5,5,0.0,20.155
DB-13210,OFF-PA-10001144,CA-2017-165841,Standard Class,166.44,3,0.0,79.8912
BD-11320,TEC-AC-10004659,CA-2017-117485,Standard Class,291.96,4,0.0,102.186
ML-17755,OFF-AR-10004752,CA-2017-140242,Standard Class,6.408,3,0.2,0.6408
ML-17755,TEC-AC-10004659,CA-2017-140242,Standard Class,408.744,7,0.2,76.6395
JD-16015,OFF-BI-10001249,CA-2014-148950,Standard Class,5.104,4,0.8,-8.6768
JD-16015,OFF-FA-10003059,CA-2014-148950,Standard Class,2.896,2,0.2,0.4706
JD-16015,TEC-AC-10002718,CA-2014-148950,Standard Class,35.016,3,0.2,-2.1885
AS-10225,OFF-ST-10001522,CA-2014-110408,Second Class,275.97,3,0.0,11.0388
AS-10225,TEC-PH-10002352,CA-2014-110408,Second Class,1394.95,5,0.0,362.687
AS-10225,FUR-CH-10003774,CA-2014-110408,Second Class,545.88,6,0.0,70.9644
AA-10375,OFF-AR-10000127,CA-2015-109939,Standard Class,5.248,2,0.2,0.5904
KT-16465,FUR-CH-10004086,CA-2016-112669,Same Day,933.536,4,0.2,105.0228
KT-16465,OFF-ST-10001228,CA-2016-112669,Same Day,42.976,4,0.2,4.2976
MM-18280,OFF-BI-10004187,CA-2015-119592,Second Class,3.76,2,0.0,1.8048
NG-18430,TEC-PH-10003811,CA-2014-122749,Standard Class,479.96,4,0.0,134.3888
LW-16825,OFF-AP-10000240,CA-2014-164721,Second Class,320.88,6,0.0,93.0552
LW-16825,FUR-FU-10001940,CA-2014-164721,Second Class,23.88,3,0.0,10.5072
LW-16825,OFF-PA-10000575,CA-2014-164721,Second Class,26.76,4,0.0,12.3096
CB-12415,TEC-CO-10001449,CA-2016-147417,First Class,1439.976,4,0.4,191.9968
AS-10090,OFF-BI-10002393,CA-2015-127509,Standard Class,17.22,3,0.0,7.9212
AS-10090,FUR-TA-10002855,CA-2015-127509,Standard Class,1024.38,7,0.0,215.1198
AS-10090,OFF-EN-10000781,CA-2015-127509,Standard Class,26.22,3,0.0,12.3234
AS-10090,OFF-PA-10002160,CA-2015-127509,Standard Class,17.34,3,0.0,8.4966
CB-12415,OFF-BI-10004970,CA-2017-111374,Standard Class,4.956,4,0.7,-3.7996
ML-17755,OFF-LA-10003923,CA-2017-133648,Standard Class,71.04,6,0.2,26.64
ML-17755,OFF-AR-10002257,CA-2017-133648,Standard Class,5.344,2,0.2,0.7348
ML-17755,OFF-FA-10004395,CA-2017-133648,Standard Class,11.304,3,0.2,-2.1195
JS-16030,OFF-AP-10002534,US-2017-147221,Second Class,294.62,5,0.8,-766.012
JS-16030,FUR-FU-10004020,US-2017-147221,Second Class,8.752,4,0.6,-3.7196
ND-18460,OFF-LA-10002787,CA-2014-131905,First Class,15.0,4,0.0,7.2
ND-18460,TEC-PH-10003645,CA-2014-131905,First Class,161.61,1,0.0,42.0186
ND-18460,TEC-PH-10001615,CA-2014-131905,First Class,144.95,5,0.0,42.0355
LW-17215,TEC-AC-10001767,CA-2017-166128,Standard Class,199.95,5,0.0,21.9945
LW-17215,OFF-AR-10001221,CA-2017-166128,Standard Class,41.86,7,0.0,14.2324
JW-15955,OFF-ST-10000563,CA-2017-163510,Second Class,95.94,3,0.0,9.594
JW-15955,FUR-CH-10001146,CA-2017-163510,Second Class,304.45,5,0.0,76.1125
SC-20050,OFF-BI-10004738,US-2017-143028,Standard Class,11.364,3,0.8,-17.046
RW-19630,OFF-AR-10000034,CA-2014-111150,Standard Class,29.68,7,0.0,11.5752
RW-19630,TEC-AC-10000290,CA-2014-111150,Standard Class,47.53,7,0.0,16.1602
CM-12190,FUR-BO-10003034,CA-2017-165386,First Class,183.372,2,0.3,-36.6744
JF-15190,OFF-AR-10001315,CA-2014-116407,Standard Class,4.224,3,0.2,0.4752
JF-15190,OFF-AP-10002118,CA-2014-116407,Standard Class,333.056,2,0.2,29.1424
JF-15190,OFF-PA-10002137,CA-2014-116407,Standard Class,24.896,4,0.2,7.78
SC-20800,TEC-AC-10001606,CA-2015-155761,Same Day,159.984,2,0.2,35.9964
SC-20800,OFF-ST-10000943,CA-2015-155761,Same Day,46.344,3,0.2,4.6344
AM-10705,FUR-CH-10001854,CA-2016-145905,Standard Class,350.98,1,0.0,84.2352
AM-10705,OFF-PA-10000533,CA-2016-145905,Standard Class,13.08,2,0.0,6.0168
AM-10705,OFF-ST-10003716,CA-2016-145905,Standard Class,900.08,4,0.0,117.0104
BK-11260,OFF-BI-10000088,CA-2015-113110,Standard Class,17.568,2,0.2,6.3684
BK-11260,OFF-LA-10000240,CA-2015-113110,Standard Class,14.62,2,0.0,6.8714
BK-11260,OFF-SU-10001165,CA-2015-113110,Standard Class,33.36,4,0.0,8.6736
BK-11260,OFF-PA-10002749,CA-2015-113110,Standard Class,40.14,6,0.0,19.6686
RH-19510,OFF-ST-10001490,CA-2016-168354,First Class,1606.23,9,0.0,481.869
RH-19510,OFF-PA-10002377,CA-2016-168354,First Class,17.04,3,0.0,7.668
RH-19510,OFF-BI-10004826,CA-2016-168354,First Class,49.53,3,0.0,23.7744
RH-19510,FUR-CH-10004675,CA-2016-168354,First Class,872.32,4,0.0,244.2496
GM-14500,OFF-BI-10002867,US-2017-111241,Second Class,239.12,5,0.2,77.714
MC-17275,FUR-BO-10004409,CA-2015-114237,First Class,141.96,2,0.0,39.7488
VM-21685,OFF-BI-10002225,CA-2016-113516,Second Class,33.024,2,0.2,11.5584
VM-21685,OFF-BI-10001989,CA-2016-113516,Second Class,67.136,4,0.2,23.4976
GP-14740,OFF-BI-10000343,CA-2015-117961,Standard Class,14.73,3,0.0,6.9231
GP-14740,OFF-ST-10001172,CA-2015-117961,Standard Class,104.9,5,0.0,25.176
GP-14740,OFF-BI-10003707,CA-2015-117961,Standard Class,61.04,4,0.0,30.52
GP-14740,OFF-PA-10001274,CA-2015-117961,Standard Class,10.95,3,0.0,5.1465
GB-14530,OFF-PA-10002250,CA-2016-128923,Standard Class,9.392,2,0.2,3.2872
GB-14530,OFF-AR-10000475,CA-2016-128923,Standard Class,9.328,1,0.2,0.8162
CT-11995,OFF-BI-10002976,CA-2017-162481,Standard Class,8.26,2,0.0,3.8822
CT-11995,FUR-CH-10003061,CA-2017-162481,Standard Class,269.97,3,0.0,51.2943
CW-11905,OFF-PA-10002893,CA-2015-119214,Standard Class,29.04,3,0.0,13.9392
CW-11905,OFF-LA-10003077,CA-2015-119214,Standard Class,14.62,2,0.0,6.8714
SN-20560,OFF-PA-10001661,CA-2015-122287,Standard Class,11.952,3,0.2,4.3326
SN-20560,OFF-BI-10004656,CA-2015-122287,Standard Class,4.536,7,0.7,-3.3264
SN-20560,OFF-BI-10003707,CA-2015-122287,Standard Class,9.156,2,0.7,-6.104
SN-20560,FUR-FU-10004973,CA-2015-122287,Standard Class,75.36,5,0.2,20.724
EB-13705,OFF-BI-10004817,CA-2015-104493,Standard Class,57.504,6,0.2,20.1264
JW-15220,OFF-AR-10001860,US-2017-158946,Standard Class,38.864,7,0.2,7.7728
KB-16585,OFF-PA-10001639,CA-2014-129168,Standard Class,15.552,3,0.2,5.4432
MC-17590,OFF-AP-10004487,CA-2016-131835,Standard Class,162.64,2,0.0,45.5392
MC-17590,TEC-PH-10001760,CA-2016-131835,Standard Class,597.0,3,0.0,280.59
MC-17590,OFF-PA-10004071,CA-2016-131835,Standard Class,55.48,1,0.0,26.6304
CK-12595,FUR-FU-10004848,CA-2015-142237,First Class,289.8,7,0.2,36.225
CK-12595,OFF-BI-10004022,CA-2015-142237,First Class,2.502,3,0.7,-2.0016
CK-12595,OFF-BI-10003669,CA-2015-142237,First Class,6.48,4,0.7,-4.752
CK-12595,FUR-CH-10003833,CA-2015-142237,First Class,341.488,8,0.3,-73.176
CK-12595,OFF-AR-10003732,CA-2015-142237,First Class,11.12,5,0.2,0.834
CK-12595,FUR-FU-10003142,CA-2015-142237,First Class,25.344,6,0.2,3.4848
RD-19480,FUR-FU-10001196,CA-2016-136434,Standard Class,17.31,3,0.0,5.193
TP-21130,TEC-AC-10001114,CA-2017-120376,First Class,199.95,5,0.0,63.984
TP-21130,FUR-CH-10002335,CA-2017-120376,First Class,1586.69,7,0.0,412.5394
TP-21130,TEC-AC-10000844,CA-2017-120376,First Class,84.99,1,0.0,30.5964
TP-21130,FUR-TA-10004534,CA-2017-120376,First Class,411.8,2,0.0,70.006
GG-14650,OFF-FA-10002975,CA-2014-106439,Standard Class,11.34,3,0.0,5.2164
GG-14650,OFF-ST-10003996,CA-2014-106439,Standard Class,80.3,5,0.0,20.878
GG-14650,OFF-BI-10002571,CA-2014-106439,Standard Class,15.968,2,0.2,5.3892
GG-14650,OFF-PA-10000477,CA-2014-106439,Standard Class,64.74,13,0.0,30.4278
GG-14650,OFF-BI-10004209,CA-2014-106439,Standard Class,19.296,3,0.2,6.03
GG-14650,OFF-ST-10001963,CA-2014-106439,Standard Class,405.64,4,0.0,12.1692
GG-14650,FUR-CH-10003833,CA-2014-106439,Standard Class,146.352,3,0.2,-9.147
GG-14650,TEC-AC-10004568,CA-2014-106439,Standard Class,251.91,9,0.0,47.8629
GG-14650,OFF-AR-10001419,CA-2014-106439,Standard Class,12.39,3,0.0,3.717
ZC-21910,TEC-AC-10002800,CA-2015-133452,Standard Class,199.96,4,0.0,69.986
ZC-21910,FUR-TA-10003954,CA-2015-133452,Standard Class,710.832,3,0.2,-97.7394
CC-12610,OFF-BI-10000301,CA-2016-146521,Second Class,1.941,1,0.7,-1.294
KA-16525,FUR-CH-10003956,US-2017-110996,Standard Class,283.92,5,0.2,-46.137
TC-20980,OFF-BI-10002954,CA-2016-129693,Standard Class,7.312,2,0.2,2.5592
DB-13270,TEC-AC-10003289,CA-2017-122504,Second Class,59.97,3,0.0,13.7931
DB-13270,TEC-PH-10002468,CA-2017-122504,Second Class,761.544,7,0.2,66.6351
TR-21325,FUR-FU-10001861,CA-2014-131051,Standard Class,58.2,3,0.0,28.518
BF-11080,OFF-PA-10004082,CA-2017-140676,First Class,39.9,5,0.0,19.95
BF-11080,OFF-AP-10000358,CA-2017-140676,First Class,90.86,7,0.0,26.3494
BF-11080,OFF-PA-10004243,CA-2017-140676,First Class,94.85,5,0.0,45.528
MS-17365,OFF-PA-10001295,CA-2015-120103,Standard Class,106.232,7,0.2,37.1812
MS-17365,TEC-PH-10002170,CA-2015-120103,Standard Class,111.984,2,0.2,11.1984
MS-17365,FUR-FU-10002885,CA-2015-120103,Standard Class,7.712,2,0.2,1.7352
CK-12595,OFF-PA-10002870,CA-2017-104647,Standard Class,37.44,6,0.0,16.848
ED-13885,OFF-LA-10003923,CA-2014-110352,Standard Class,23.68,2,0.2,8.88
IM-15070,OFF-LA-10003510,CA-2016-140501,Standard Class,122.12,4,0.0,56.1752
IM-15070,OFF-LA-10000248,CA-2016-140501,Standard Class,18.45,5,0.0,8.6715
IM-15070,OFF-ST-10000060,CA-2016-140501,Standard Class,324.9,5,0.0,38.988
IM-15070,OFF-PA-10003129,CA-2016-140501,Standard Class,146.73,3,0.0,68.9631
IM-15070,OFF-FA-10004076,CA-2016-140501,Standard Class,3.96,2,0.0,1.4652
MY-17380,OFF-LA-10004008,CA-2015-139290,Standard Class,5.76,2,0.0,2.6496
MM-17260,OFF-BI-10004094,CA-2017-166142,Standard Class,26.55,3,0.0,13.0095
MM-17260,FUR-TA-10004607,CA-2017-166142,Standard Class,310.443,3,0.3,-48.7839
MP-17470,FUR-CH-10004289,CA-2014-145926,Standard Class,479.9,5,0.0,81.583
AW-10840,OFF-SU-10004498,CA-2015-149678,Second Class,12.88,1,0.0,0.3864
SF-20065,OFF-AR-10001177,US-2015-164357,Standard Class,13.12,5,0.2,1.476
SN-20710,OFF-BI-10001718,US-2016-146570,Standard Class,511.84,8,0.0,240.5648
SN-20710,OFF-AR-10004602,US-2016-146570,Standard Class,91.96,4,0.0,25.7488
SN-20710,OFF-AR-10003856,US-2016-146570,Standard Class,8.34,3,0.0,2.1684
RD-19900,OFF-ST-10000649,CA-2017-124401,Standard Class,37.68,3,0.2,2.355
RD-19900,TEC-AC-10002926,CA-2017-124401,Standard Class,279.944,7,0.2,80.4839
KT-16480,OFF-ST-10000078,US-2014-140116,Standard Class,636.408,3,0.2,-15.9102
KT-16480,OFF-AR-10001044,US-2014-140116,Standard Class,83.168,4,0.2,9.3564
AH-10120,FUR-CH-10002372,CA-2014-123295,Same Day,259.136,4,0.2,-25.9136
BM-11650,OFF-PA-10000357,CA-2017-167101,Second Class,221.92,4,0.0,106.5216
BM-11650,TEC-AC-10001266,CA-2017-167101,Second Class,26.0,2,0.0,11.7
BW-11200,OFF-PA-10004888,US-2014-167633,Standard Class,15.552,3,0.2,5.4432
HG-14965,OFF-BI-10003460,US-2014-152723,Same Day,0.876,1,0.8,-1.4016
SG-20080,OFF-PA-10000157,CA-2015-164882,Same Day,19.98,1,0.0,9.3906
SG-20080,OFF-BI-10004519,CA-2015-164882,Same Day,398.352,3,0.2,124.485
SG-20080,OFF-AR-10004272,CA-2015-164882,Same Day,5.04,3,0.0,1.26
SG-20080,OFF-FA-10000585,CA-2015-164882,Same Day,17.45,5,0.0,8.027
SG-20080,FUR-CH-10004218,CA-2015-164882,Same Day,323.136,4,0.2,20.196
SG-20080,OFF-SU-10004231,CA-2015-164882,Same Day,29.7,3,0.0,8.019
SG-20080,TEC-PH-10001578,CA-2015-164882,Same Day,1295.84,4,0.2,145.782
SG-20080,OFF-ST-10003638,CA-2015-164882,Same Day,46.84,2,0.0,12.6468
SG-20080,FUR-BO-10002213,CA-2015-164882,Same Day,425.833,1,0.15,20.0392
RK-19300,FUR-TA-10001307,CA-2015-159786,Second Class,209.67,1,0.4,-13.978
SW-20245,OFF-PA-10002222,CA-2016-130267,Standard Class,159.88,7,0.0,73.5448
RW-19630,OFF-PA-10002479,CA-2017-155460,First Class,5.28,1,0.0,2.376
RW-19630,OFF-BI-10003091,CA-2017-155460,First Class,895.92,5,0.2,302.373
TS-21085,OFF-BI-10000145,US-2017-168690,Standard Class,2.808,3,0.7,-1.9656
JB-15400,FUR-CH-10003061,CA-2017-158246,First Class,215.976,3,0.2,-2.6997
EH-14005,FUR-BO-10001972,CA-2017-167381,Second Class,241.96,2,0.0,41.1332
EH-14005,OFF-LA-10000134,CA-2017-167381,Second Class,27.72,9,0.0,13.3056
EH-14005,OFF-EN-10003040,CA-2017-144862,Standard Class,104.68,5,0.2,35.3295
EH-14005,TEC-PH-10000923,CA-2017-144862,Standard Class,62.958,7,0.4,9.4437
BS-11665,TEC-AC-10000158,CA-2014-126032,Standard Class,86.376,3,0.2,1.0797
JK-16120,FUR-FU-10003623,CA-2015-134859,Standard Class,64.944,3,0.2,6.4944
JK-16120,OFF-PA-10001293,CA-2015-134859,Standard Class,20.736,4,0.2,7.2576
RF-19345,OFF-AP-10000124,US-2014-114188,Second Class,33.28,4,0.0,9.3184
RF-19345,OFF-AR-10004511,US-2014-114188,Second Class,38.52,9,0.0,11.9412
RF-19345,FUR-FU-10000076,US-2014-114188,Second Class,139.86,7,0.0,60.1398
DL-12865,OFF-PA-10003883,CA-2015-156524,Standard Class,19.65,3,0.0,9.039
WB-21850,OFF-BI-10003656,CA-2015-122210,Standard Class,152.991,3,0.7,-122.3928
WB-21850,OFF-FA-10000053,CA-2015-122210,Standard Class,10.584,7,0.2,-2.3814
WB-21850,TEC-PH-10002807,CA-2015-122210,Standard Class,94.92,4,0.4,15.82
TB-21625,FUR-FU-10002364,CA-2015-156377,Standard Class,14.76,5,0.6,-11.439
TB-21625,OFF-BI-10002954,CA-2015-156377,Standard Class,3.656,4,0.8,-5.8496
CB-12415,OFF-PA-10004092,US-2017-157896,Same Day,146.82,3,0.0,73.41
GT-14635,OFF-BI-10003982,CA-2014-159520,Standard Class,149.544,9,0.2,50.4711
GT-14635,OFF-SU-10001664,CA-2014-159520,Standard Class,17.14,2,0.0,4.4564
GT-14635,FUR-TA-10003238,CA-2014-159520,Standard Class,991.764,3,0.4,-347.1174
DK-13225,OFF-PA-10004675,CA-2016-155481,Standard Class,30.48,6,0.2,9.906
DK-13225,TEC-PH-10002293,CA-2016-155481,Standard Class,23.988,2,0.4,-4.7976
DK-13225,OFF-FA-10002780,CA-2016-155481,Standard Class,16.688,7,0.2,5.4236
TS-21160,FUR-CH-10002965,US-2016-152051,Standard Class,422.058,3,0.3,-18.0882
